"split","scene_name","sample_token","image_path","annotation_token","class_id","class_name","source_category","visibility_token","center_x_m","center_y_m","center_z_m","distance_m","within_10m","bbox_x1","bbox_y1","bbox_x2","bbox_y2","label_provenance"
"train","scene-0061","356d81f38dd9473ba590f39e266f54e5","data/fcw/images/nuscenes_mini/train/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402928662460.jpg","9830b164fd3a4295adcd54bb45f2c9fe","8","obstacle","movable_object.trafficcone","3","28.9499","1.0506","59.4509","66.1332","0","1426.06","505.56","1439.90","522.28","official_3d_box_projected_to_cam_front"
"train","scene-0061","356d81f38dd9473ba590f39e266f54e5","data/fcw/images/nuscenes_mini/train/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402928662460.jpg","7b44cbfc82394b45854ee0cd5289d374","2","car","vehicle.car","4","4.6807","0.3019","42.3378","42.5968","0","927.76","476.92","987.83","526.64","official_3d_box_projected_to_cam_front"
"train","scene-0061","356d81f38dd9473ba590f39e266f54e5","data/fcw/images/nuscenes_mini/train/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402928662460.jpg","df3f163460f043039172596bd2dbd5f8","8","obstacle","movable_object.barrier","4","8.6331","0.7764","23.7017","25.2370","0","1240.07","500.77","1318.36","568.03","official_3d_box_projected_to_cam_front"
"train","scene-0061","356d81f38dd9473ba590f39e266f54e5","data/fcw/images/nuscenes_mini/train/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402928662460.jpg","46f3f6edb38b426bb368be8c15321fdc","8","obstacle","movable_object.barrier","4","23.7574","0.6135","71.1290","74.9942","0","1217.89","491.52","1260.89","513.47","official_3d_box_projected_to_cam_front"
"train","scene-0061","356d81f38dd9473ba590f39e266f54e5","data/fcw/images/nuscenes_mini/train/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402928662460.jpg","df6901a8a3fb4feea38b8fbabc0e08a6","0","person","human.pedestrian.adult","2","23.3554","0.8322","39.0116","45.4761","0","1557.53","491.25","1591.81","546.48","official_3d_box_projected_to_cam_front"
"train","scene-0061","356d81f38dd9473ba590f39e266f54e5","data/fcw/images/nuscenes_mini/train/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402928662460.jpg","d5e36e39ff0b4426af8bc9e3e3464057","2","car","vehicle.car","4","30.4447","0.6939","54.8101","62.7017","0","1451.96","485.91","1590.35","530.07","official_3d_box_projected_to_cam_front"
"train","scene-0061","356d81f38dd9473ba590f39e266f54e5","data/fcw/images/nuscenes_mini/train/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402928662460.jpg","4ed0a62c6ea94d25b09a83ff4fbdc64b","8","obstacle","movable_object.barrier","4","7.9720","0.9098","13.6709","15.8516","0","1483.56","520.36","1600.00","639.89","official_3d_box_projected_to_cam_front"
"train","scene-0061","356d81f38dd9473ba590f39e266f54e5","data/fcw/images/nuscenes_mini/train/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402928662460.jpg","47d5be98501a4378ae19c808a04360e6","3","truck","vehicle.construction","3","-11.3169","-1.5115","60.3808","61.4508","0","527.75","427.16","627.84","491.87","official_3d_box_projected_to_cam_front"
"train","scene-0061","356d81f38dd9473ba590f39e266f54e5","data/fcw/images/nuscenes_mini/train/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402928662460.jpg","1f93e64f85dd475d9e74ea3b2fa4f8a1","2","car","vehicle.car","2","39.1043","0.6324","60.5712","72.1000","0","1571.60","486.79","1600.00","523.32","official_3d_box_projected_to_cam_front"
"train","scene-0061","356d81f38dd9473ba590f39e266f54e5","data/fcw/images/nuscenes_mini/train/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402928662460.jpg","3cd34036254549538cc9a415a7e70a01","0","person","human.pedestrian.adult","4","0.5003","-0.1118","53.5527","53.5552","0","817.34","465.93","838.71","512.03","official_3d_box_projected_to_cam_front"
"train","scene-0061","356d81f38dd9473ba590f39e266f54e5","data/fcw/images/nuscenes_mini/train/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402928662460.jpg","8246d397af8245ee961ac4ed5b8a2295","0","person","human.pedestrian.adult","4","2.1703","0.0037","50.7091","50.7555","0","857.85","469.35","883.06","514.14","official_3d_box_projected_to_cam_front"
"train","scene-0061","356d81f38dd9473ba590f39e266f54e5","data/fcw/images/nuscenes_mini/train/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402928662460.jpg","5fad75a2e7384dc7bb8a51e86c619db8","3","truck","vehicle.truck","4","7.7277","0.0773","39.6118","40.3586","0","1028.81","459.55","1102.21","530.87","official_3d_box_projected_to_cam_front"
"train","scene-0061","356d81f38dd9473ba590f39e266f54e5","data/fcw/images/nuscenes_mini/train/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402928662460.jpg","a99a62537a6d4150ab8d6f9c5b5a9dda","0","person","human.pedestrian.adult","3","21.8334","0.4436","52.1630","56.5497","0","1333.50","481.01","1359.35","523.81","official_3d_box_projected_to_cam_front"
"train","scene-0061","356d81f38dd9473ba590f39e266f54e5","data/fcw/images/nuscenes_mini/train/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402928662460.jpg","ad2e90d11a53492ca035dd450ca83b9c","0","person","human.pedestrian.adult","4","-0.4415","-0.3042","54.6875","54.6901","0","796.13","461.01","815.81","508.09","official_3d_box_projected_to_cam_front"
"train","scene-0061","356d81f38dd9473ba590f39e266f54e5","data/fcw/images/nuscenes_mini/train/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402928662460.jpg","f92434aa6c57490982c78130003e2859","0","person","human.pedestrian.adult","4","-2.3596","0.5638","7.1063","7.5090","1","325.45","432.77","459.26","761.89","official_3d_box_projected_to_cam_front"
"train","scene-0061","356d81f38dd9473ba590f39e266f54e5","data/fcw/images/nuscenes_mini/train/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402928662460.jpg","d52c3f449b7e4b0c913f9cbbb6fa0b0e","8","obstacle","movable_object.pushable_pullable","4","-2.6864","0.7970","6.9253","7.4707","1","234.07","517.59","405.74","771.66","official_3d_box_projected_to_cam_front"
"train","scene-0061","356d81f38dd9473ba590f39e266f54e5","data/fcw/images/nuscenes_mini/train/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402928662460.jpg","e7a2133afb9c4c9b834225cc959d475a","2","car","vehicle.car","4","-1.5385","0.1931","33.5459","33.5818","0","718.47","460.28","797.81","541.48","official_3d_box_projected_to_cam_front"
"train","scene-0061","356d81f38dd9473ba590f39e266f54e5","data/fcw/images/nuscenes_mini/train/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402928662460.jpg","c9b4311614ef4cf3a4a2bd7c5aaa2639","8","obstacle","movable_object.barrier","4","7.7336","0.9246","11.6644","14.0258","0","1562.24","525.35","1600.00","671.45","official_3d_box_projected_to_cam_front"
"train","scene-0061","356d81f38dd9473ba590f39e266f54e5","data/fcw/images/nuscenes_mini/train/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402928662460.jpg","52d64a85a7034377a0c281ce531c36b9","8","obstacle","movable_object.barrier","4","8.3820","0.8438","19.6590","21.3880","0","1311.51","508.00","1405.65","587.64","official_3d_box_projected_to_cam_front"
"train","scene-0061","356d81f38dd9473ba590f39e266f54e5","data/fcw/images/nuscenes_mini/train/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402928662460.jpg","3d79d7c4d2734de09299dd8abeab0ad3","3","truck","vehicle.truck","2","-18.2317","-2.3730","72.1864","74.4909","0","399.32","415.17","590.55","483.88","official_3d_box_projected_to_cam_front"
"train","scene-0061","356d81f38dd9473ba590f39e266f54e5","data/fcw/images/nuscenes_mini/train/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402928662460.jpg","4be63266852547f8a9c590f7a9641ed4","2","car","vehicle.car","4","29.0708","0.4530","61.3846","67.9219","0","1362.29","484.72","1471.61","517.53","official_3d_box_projected_to_cam_front"
"train","scene-0061","e0845f5322254dafadbbed75aaa07969","data/fcw/images/nuscenes_mini/train/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402929162460.jpg","37edd887d0f647deb1ee3c46d0d93593","0","person","human.pedestrian.adult","2","-0.3888","-0.5349","54.1132","54.1172","0","797.14","458.15","817.06","500.03","official_3d_box_projected_to_cam_front"
"train","scene-0061","e0845f5322254dafadbbed75aaa07969","data/fcw/images/nuscenes_mini/train/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402929162460.jpg","5237b42ba4de49f7902e9791ba3fcd3d","8","obstacle","movable_object.barrier","4","8.4243","0.8227","13.3878","15.8392","0","1530.87","511.81","1600.00","636.03","official_3d_box_projected_to_cam_front"
"train","scene-0061","e0845f5322254dafadbbed75aaa07969","data/fcw/images/nuscenes_mini/train/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402929162460.jpg","b2b43ef63f5242b2a4c0b794e673782d","2","car","vehicle.car","4","6.7138","0.3161","22.9331","23.8977","0","1121.90","462.60","1265.22","563.61","official_3d_box_projected_to_cam_front"
"train","scene-0061","e0845f5322254dafadbbed75aaa07969","data/fcw/images/nuscenes_mini/train/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402929162460.jpg","c1459ed7d4d94115bcfee4106a022b7d","0","person","human.pedestrian.adult","2","20.7613","0.2207","46.7047","51.1118","0","1363.71","473.83","1395.00","521.53","official_3d_box_projected_to_cam_front"
"train","scene-0061","e0845f5322254dafadbbed75aaa07969","data/fcw/images/nuscenes_mini/train/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402929162460.jpg","a362ccc1c6ac4e0e88703e44cac714d9","3","truck","vehicle.truck","4","-4.3981","-0.2600","1.5576","4.6730","1","0.00","0.00","259.27","900.00","official_3d_box_projected_to_cam_front"
"train","scene-0061","e0845f5322254dafadbbed75aaa07969","data/fcw/images/nuscenes_mini/train/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402929162460.jpg","dc68b717535f44fc816af590ebe1ae92","0","person","human.pedestrian.adult","4","-0.6011","-0.5765","51.2016","51.2084","0","789.47","454.24","813.14","500.45","official_3d_box_projected_to_cam_front"
"train","scene-0061","e0845f5322254dafadbbed75aaa07969","data/fcw/images/nuscenes_mini/train/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402929162460.jpg","3c12d19d38d34e20981528856a330a48","8","obstacle","movable_object.barrier","4","10.3968","0.4892","28.0489","29.9178","0","1255.32","490.68","1318.31","538.18","official_3d_box_projected_to_cam_front"
"train","scene-0061","e0845f5322254dafadbbed75aaa07969","data/fcw/images/nuscenes_mini/train/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402929162460.jpg","c2e1c8736df94306ac1fc9c902e51a13","8","obstacle","movable_object.barrier","4","26.6406","0.2149","66.4818","71.6212","0","1302.08","484.86","1345.67","506.46","official_3d_box_projected_to_cam_front"
"train","scene-0061","e0845f5322254dafadbbed75aaa07969","data/fcw/images/nuscenes_mini/train/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402929162460.jpg","c9b5fcf3800d4fd28795fca2bed245b7","8","obstacle","movable_object.barrier","4","8.7051","0.7454","17.3445","19.4208","0","1394.85","503.05","1516.41","594.35","official_3d_box_projected_to_cam_front"
"train","scene-0061","e0845f5322254dafadbbed75aaa07969","data/fcw/images/nuscenes_mini/train/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402929162460.jpg","21f5d59ebf8f49dbac2f8478f4b6d201","8","obstacle","movable_object.trafficcone","3","29.5801","0.5885","55.2157","62.6426","0","1487.07","496.06","1502.42","514.02","official_3d_box_projected_to_cam_front"
"train","scene-0061","e0845f5322254dafadbbed75aaa07969","data/fcw/images/nuscenes_mini/train/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402929162460.jpg","56ede9f663384f0a83633cc251e2bbe5","0","person","human.pedestrian.adult","3","-10.8693","-0.5076","44.6984","46.0038","0","495.79","452.32","520.63","502.13","official_3d_box_projected_to_cam_front"
"train","scene-0061","e0845f5322254dafadbbed75aaa07969","data/fcw/images/nuscenes_mini/train/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402929162460.jpg","ee717901b80c43faa03e00caf99d8306","2","car","vehicle.car","4","5.4098","-0.0948","43.4877","43.8230","0","945.88","465.94","1004.64","513.78","official_3d_box_projected_to_cam_front"
"train","scene-0061","e0845f5322254dafadbbed75aaa07969","data/fcw/images/nuscenes_mini/train/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402929162460.jpg","d3ffe0ece4ac4f70bb2566509bbdd087","8","obstacle","movable_object.barrier","4","8.8515","0.6728","19.4004","21.3349","0","1343.58","496.04","1450.15","579.05","official_3d_box_projected_to_cam_front"
"train","scene-0061","e0845f5322254dafadbbed75aaa07969","data/fcw/images/nuscenes_mini/train/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402929162460.jpg","7b711a7d93b94754b0e1181d169ce2dc","8","obstacle","movable_object.barrier","3","24.4972","0.1734","66.6558","71.0150","0","1258.66","483.25","1305.06","506.51","official_3d_box_projected_to_cam_front"
"train","scene-0061","e0845f5322254dafadbbed75aaa07969","data/fcw/images/nuscenes_mini/train/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402929162460.jpg","7681a73a8ac94bf88a230e1f5d45852c","2","car","vehicle.car","4","31.0080","0.2862","50.2967","59.0875","0","1521.57","475.44","1600.00","523.06","official_3d_box_projected_to_cam_front"
"train","scene-0061","e0845f5322254dafadbbed75aaa07969","data/fcw/images/nuscenes_mini/train/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402929162460.jpg","23ef33c983714a9d9314df3000df27d5","3","truck","vehicle.construction","3","-10.7022","-1.7114","56.2855","57.3194","0","520.37","418.12","628.07","487.30","official_3d_box_projected_to_cam_front"
"train","scene-0061","e0845f5322254dafadbbed75aaa07969","data/fcw/images/nuscenes_mini/train/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402929162460.jpg","52e26a084ed941b694ca3b9e544691d3","0","person","human.pedestrian.adult","4","1.0878","-0.4117","49.9756","49.9892","0","832.82","456.52","854.69","505.88","official_3d_box_projected_to_cam_front"
"train","scene-0061","e0845f5322254dafadbbed75aaa07969","data/fcw/images/nuscenes_mini/train/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402929162460.jpg","dc587514e7c64df18a5edb945873c1e9","0","person","human.pedestrian.adult","4","2.6717","-0.2148","46.4744","46.5516","0","875.41","461.42","902.79","510.23","official_3d_box_projected_to_cam_front"
"train","scene-0061","e0845f5322254dafadbbed75aaa07969","data/fcw/images/nuscenes_mini/train/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402929162460.jpg","0b3c7da333e1495180a5a1579cd82ff6","3","truck","vehicle.truck","4","8.2016","-0.1777","37.5264","38.4126","0","1054.61","449.11","1136.65","524.40","official_3d_box_projected_to_cam_front"
"train","scene-0061","e0845f5322254dafadbbed75aaa07969","data/fcw/images/nuscenes_mini/train/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402929162460.jpg","994864a4265e49b9bad1a69717446471","0","person","human.pedestrian.adult","3","22.2918","0.0849","47.7067","52.6580","0","1393.63","470.57","1422.64","517.27","official_3d_box_projected_to_cam_front"
"train","scene-0061","e0845f5322254dafadbbed75aaa07969","data/fcw/images/nuscenes_mini/train/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402929162460.jpg","725bbf6891dc4d0a93704c69bde74bb9","0","person","human.pedestrian.adult","4","0.1740","-0.6771","51.1559","51.1607","0","810.07","449.67","830.92","499.97","official_3d_box_projected_to_cam_front"
"train","scene-0061","e0845f5322254dafadbbed75aaa07969","data/fcw/images/nuscenes_mini/train/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402929162460.jpg","3355cee4d5dc40298f450c4aa589e9c7","0","person","human.pedestrian.adult","4","-2.3179","0.5972","2.9109","3.7686","1","0.00","353.36","19.20","900.00","official_3d_box_projected_to_cam_front"
"train","scene-0061","e0845f5322254dafadbbed75aaa07969","data/fcw/images/nuscenes_mini/train/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402929162460.jpg","5a390e5c3f6249bb9f99c9be52614dd2","2","car","vehicle.car","4","-1.4812","0.0445","31.6996","31.7342","0","717.31","452.67","803.07","538.55","official_3d_box_projected_to_cam_front"
"train","scene-0061","e0845f5322254dafadbbed75aaa07969","data/fcw/images/nuscenes_mini/train/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402929162460.jpg","87a2295635644aaabe8fa1d64f5a66f1","8","obstacle","movable_object.barrier","4","8.5568","0.7585","15.3623","17.6010","0","1455.99","505.41","1596.39","609.19","official_3d_box_projected_to_cam_front"
"train","scene-0061","e0845f5322254dafadbbed75aaa07969","data/fcw/images/nuscenes_mini/train/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402929162460.jpg","9a55731d5f044d8d82dea7bcc9a72036","3","truck","vehicle.truck","2","-17.4897","-2.6099","68.1619","70.4183","0","388.62","406.63","590.89","478.72","official_3d_box_projected_to_cam_front"
"train","scene-0061","e0845f5322254dafadbbed75aaa07969","data/fcw/images/nuscenes_mini/train/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402929162460.jpg","b561cd0c41c24ec48814725af0657d58","2","car","vehicle.car","3","29.7394","0.0268","56.8497","64.1586","0","1419.71","474.92","1540.07","509.93","official_3d_box_projected_to_cam_front"
"train","scene-0061","c923fe08b2ff4e27975d2bf30934383b","data/fcw/images/nuscenes_mini/train/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402929662460.jpg","060be69422ee4b2a8b239b463b995e92","0","person","human.pedestrian.adult","2","19.9068","0.3069","40.8934","45.4823","0","1417.36","475.34","1448.41","527.08","official_3d_box_projected_to_cam_front"
"train","scene-0061","c923fe08b2ff4e27975d2bf30934383b","data/fcw/images/nuscenes_mini/train/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402929662460.jpg","0483e1c2b73f4a26bd8cfe974ba83c3e","7","bike","vehicle.bicycle","2","20.2114","0.2073","42.2030","46.7935","0","1391.22","471.52","1454.69","524.21","official_3d_box_projected_to_cam_front"
"train","scene-0061","c923fe08b2ff4e27975d2bf30934383b","data/fcw/images/nuscenes_mini/train/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402929662460.jpg","bbedc9aa023e4745b2cceaacb83ec998","3","truck","vehicle.truck","2","-28.5576","-2.3584","65.1923","71.2119","0","187.29","412.11","333.63","478.55","official_3d_box_projected_to_cam_front"
"train","scene-0061","c923fe08b2ff4e27975d2bf30934383b","data/fcw/images/nuscenes_mini/train/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402929662460.jpg","3c078730337a4b1a91f9f518d4e6c75d","0","person","human.pedestrian.adult","2","-0.1294","-0.3769","50.6858","50.6874","0","801.97","459.82","823.93","504.56","official_3d_box_projected_to_cam_front"
"train","scene-0061","c923fe08b2ff4e27975d2bf30934383b","data/fcw/images/nuscenes_mini/train/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402929662460.jpg","7bcf4bc87bf143588230254034eada12","2","car","vehicle.car","4","6.9178","0.4212","20.2040","21.3597","0","1171.40","465.15","1346.53","581.36","official_3d_box_projected_to_cam_front"
"train","scene-0061","c923fe08b2ff4e27975d2bf30934383b","data/fcw/images/nuscenes_mini/train/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402929662460.jpg","10ce1d69226d447999d6b6c35f203884","0","person","human.pedestrian.adult","3","20.9308","0.4135","42.5479","47.4194","0","1421.75","477.84","1457.10","530.25","official_3d_box_projected_to_cam_front"
